"node","module","degree","betweenness","is_hub"
"14-[3,5-dihydroxy-4-(3-hydroxy-3-methylbutyl)phenyl]-1-(3,5-dihydroxyphenyl)tetradec-6-en-1-one","7",62,2547.5,FALSE
"Guanahanolide A","6",64,756,FALSE
"Ulmicin B","7",119,1806,FALSE
"9-hydroxy-10-({10-hydroxy-7-methoxy-3-methyl-1-oxo-3h,4h-naphtho[2,3-c]pyran-9-yl}oxy)-5,7-dimethoxy-3-methylbenzo[g]isochromen-1-one","5",69,2960,FALSE
"ferulaeone H","7",82,1868.5,FALSE
"11-ethyl-2,3,8,9-tetrahydroxy-4,6,16-trimethoxy-11-azahexacyclo[7.7.2.1,.0,.0,.0,]nonadecan-13-yl 2-aminobenzoate","5",86,2841.5,FALSE
"5-hydroxy-10-methoxy-2,6b,9,9,12a-pentamethyl-1-methylidene-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene-4a,6a-dicarboxylic acid","2",141,3872.5,FALSE
"16-O-acetylpolyporenic acid C","5",71,1331.33333333333,FALSE
"(1s,2s,5s,6s,7r,8s,9r,12r)-8,12-bis(acetyloxy)-7-(benzoyloxy)-2-hydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.0,]dodecan-5-yl benzoate","5",98,2517,FALSE
"(1s,2r,4as,6as,6br,8ar,9r,10s,12ar,12br,14bs)-10-hydroxy-1,2,6a,6b,9,12a-hexamethyl-9-[(sulfooxy)methyl]-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydro-1h-picene-4a-carboxylic acid","2",95,507,FALSE
"Nocardamine","7",75,5257.5,FALSE
"21-Deoxybafilomycin A1","2",153,3483.5,FALSE
"11-octadecyl-11h-5,10-dioxatetraphen-12-one","2",24,945.5,FALSE
"FAHFA 14:0/13O(FA 18:0)","4",36,54,FALSE
"Sulfobacin A","2",48,1682.5,FALSE
"(E)-[(1R,9R,10S,11R,13S,17R,25R,26S,27R,33S,35S,37S,39Z)-39-ethylidene-36-oxa-8,14,24,30-tetrazadodecacyclo[25.5.2.211,14.11,26.19,25.110,17.02,7.013,17.018,23.030,33.08,35.024,37]nonatriaconta-2,4,6,18,20,22-hexaen-28-ylidene]methanol","3",116,1457.5,FALSE
"Cer(t18:0/16:0(2OH))","1",92,3662.5,FALSE
"PG(19:1(9Z)/0:0)","1",20,645,FALSE
"Cochlioquinol II","1",147,3045,FALSE
"Hesperidin","2",107,2052.16666666667,FALSE
"PA(14:0/15:0)","1",130,1987,FALSE
"Accedinisine","3",165,3638.66666666667,FALSE
"Shuangdaolide B","2",61,228,FALSE
"Karavoate M","5",125,4342.5,FALSE
"PA(16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","3",108,937.5,FALSE
"2-hydroxy-n-(1,3,4-trihydroxyoctadec-8-en-2-yl)tricosanimidic acid","3",120,2038,FALSE
"KadcoccinicacidE","7",43,961,FALSE
"Methylene-Bis-Methylphlorobutyrophenone","9",1,0,FALSE
"12',14-diethyl-14',16-dioxa-8,8',17',19-tetraazaspiro[heptacyclo[10.9.1.1,.0,.0,.0,.0,]tricosane-10,10'-hexacyclo[10.7.1.0,.0,.0,.0,]icosane]-2,2',4,4',6,6',8'-heptaen-22-ol","4",66,5944,FALSE
"Megovalicin G","1",91,1867,FALSE
"Gambogenific Acid","1",82,778,FALSE
"PI 34:1","1",159,1971,FALSE
"PG(10:0(3-OH)/16:0)","2",43,129,FALSE
"PGP(10:0(3-OH)/14:0)","2",136,1744,FALSE
"FJ120DPA","3",166,3802.66666666667,FALSE
"Phomalevone A","1",90,1623.5,FALSE
"10-hydroxy-4a-(4-hydroxyphenoxymethyl)-1,2,6b,9,9,12a-hexamethyl-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydro-1h-picene-6a-carboxylic acid","5",125,3238,FALSE
"Cer(t18:0/23:0(2OH))","2",133,2484,FALSE
"n,6,13-trimethyl-16-oxo-7-azapentacyclo[10.8.0.0,.0,.0,]icosa-14,17-diene-7-carboximidic acid","5",3,0,FALSE
"Cyclohexylamine","6",108,1467.5,FALSE
"5,9,17,17-tetramethyl-18-oxapentacyclo[10.5.2.0,.0,.0,]nonadec-2-ene-8,16-dione","5",4,0,FALSE
"PGP(12:0(3-OH)/16:0)","6",71,5823.33333333333,FALSE
"PI 36:2","2",52,1188,FALSE
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z))","2",126,872,FALSE
"PI 38:4","1",115,2177.5,FALSE
"pentanamide","2",126,1962.5,FALSE
"Capisterone B","2",28,702,FALSE
"Ethylbenzene","2",121,5266,FALSE
"2-hydroxy-n-(1,3,4-trihydroxyoctadec-8-en-2-yl)docosanimidic acid","1",168,1754.33333333333,FALSE
"PI(18:4(6Z,9Z,12Z,15Z)/22:0)","7",128,1873,FALSE
"Cytosine","1",166,1695.83333333333,FALSE
"L-Proline","1",162,2789,FALSE
"Tectol","4",1,0,FALSE
"PI 32:0","4",61,1237,FALSE
"L-Valine","1",157,2314.5,FALSE
"L-Threonine","3",71,1013.5,FALSE
"(1S,11S,12S,15R,16R,18R)-15-[(2S,3R,5S)-3-hydroxy-5,6-dimethylhept-6-en-2-yl]-7,7,12,16-tetramethyl-19-oxapentacyclo[9.8.0.01,18.03,8.012,16]nonadeca-3(8),5-dien-4-one","6",11,326,FALSE
"L-Serine","6",21,0,FALSE
"methyltrienolone","7",7,0,FALSE
"(1s,6r,9s,10r,12r,15s,18s,26s,27s,30r)-6,9,12,15,18,23,27,32-octamethyl-30-(prop-1-en-2-yl)-2,25-dioxaoctacyclo[24.5.3.0,.0,.0,.0,.0,.0,]tetratriaconta-3,5(22),19,23,32-pentaene-13,21-dione","7",20,0,FALSE
"Cer(t18:0/24:0(2OH))","7",72,2238,FALSE
"Caprolactam","2",72,1523.5,FALSE
"Choline","5",116,5279.66666666667,FALSE
"PE(18:1(11Z)/0:0)","5",4,0,FALSE
"Nigramide F","2",39,281,FALSE
"Dodecanedioic acid","3",2,0,FALSE
"15R-17,18-dehydroxantholipin","3",1,0,FALSE
"Neurine","3",136,1593.5,FALSE
"4-(prop-1-en-2-yl)pyridine","1",165,2679.5,FALSE
"Ethylphosphate","2",28,198,FALSE
"3-HYDROXY-2-METHYL-4-PYRONE","3",119,3012,FALSE
"DIETHANOLAMINE","2",129,1764.5,FALSE
"Cer 18:0;3/22:0;1","5",105,2468.5,FALSE
"HISTIDINOL","5",31,1257.5,FALSE
"Hexanamide","6",26,272,FALSE
"2-[(1r,9r,10s,11r,13s,17r,25s,26s,27s,28e,33s,36s,38e,39s)-38-(2-hydroxyethylidene)-35-oxa-8,14,24,30-tetraazadodecacyclo[25.5.2.2,.1,.1,.1,.0,.0,.0,.0,.0,.0,]nonatriaconta-2,4,6,18,20,22-hexaen-28-ylidene]ethanol","5",90,2460.5,FALSE
"2-ethyl-5,5-dimethylcyclopenta-1,3-diene","2",99,1404,FALSE
"L-Glutamate","6",57,4792,FALSE
"N-Cyclohexylformamide","2",76,1911,FALSE
"1-(pyrrolidin-2-yl)propan-2-ol","2",82,2412.5,FALSE
"O-Acetylgeibalansine","7",4,0,FALSE
"Piperidine-1-Carbaldehyde","7",72,119,FALSE
"3-Ethylpyridine","2",27,237,FALSE
"2-(Cyclohex-2-En-1-Yl)Ethanol","2",53,225,FALSE
"N-Ethylsuccinimide","2",144,2153.5,FALSE
"Niacinamide","7",86,1171.5,FALSE
"Tetrahydrofuran-2-methanol","5",19,349,FALSE
"NICOTINATE","5",55,1054,FALSE
"Adenine","5",112,2948.33333333333,FALSE
"1-Ethyl-4-Methylbenzene","4",42,291,FALSE
"Farnesylquinone","5",3,44,FALSE
"Zarzissine","5",104,3787.5,FALSE
"P-Xylene","1",102,3000,FALSE
"L-Leucine","1",146,1266.5,FALSE
"p-Mentha-1,3,8-triene","2",68,1264.5,FALSE
"tupisteroide C","10",1,0,FALSE
"Norborneol","7",92,436,FALSE
"2-(cyclopent-1-en-1-yl)furan","2",118,4045,FALSE
"N-Butylbutan-1-Amine","2",61,253,FALSE
"(2R)-6-methylpiperidine-2-carboxylic acid","7",62,8.5,FALSE
"Isophorone","1",129,1390,FALSE
"3-Formylindole","1",88,845,FALSE
"19-hydroxy-3,7,7,11,16,20,20-heptamethylpentacyclo[13.8.0.0,.0,.0,]tricos-1(23)-en-8-yl 3-(3,4-dihydroxyphenyl)propanoate","3",28,428,FALSE
"2-Thiophenecarboxaldehyde Oxime","3",163,1111,FALSE
"3E-methylglutaconic acid","3",97,1970,FALSE
"Myosmine","3",143,1968.83333333333,FALSE
"6-(butan-2-yl)-4,7',15'-trihydroxy-5,6',14',16'-tetramethyl-2',20'-dioxaspiro[oxane-2,21'-tricyclo[17.3.1.0,]tricosane]-4',6',8',10',12',16'-hexaen-3'-one","5",34,329,FALSE
"BETAINE","5",5,0,FALSE
"UROCANATE","5",41,1178,FALSE
"Acetylcholine","1",139,3718.5,FALSE
"(2r)-3-amino-2-hydroxy-3-methylbutanoic acid","2",137,1866.33333333333,FALSE
"Hypoxanthine","5",108,3230,FALSE
"oct-6-en-4-ol","5",18,79,FALSE
"Triethanolamine","5",101,2563,FALSE
"1-(1-methylpyrrolidin-2-yl)propan-2-ol","2",104,766.666666666667,FALSE
"2-methyl-3-(prop-1-en-2-yl)bicyclo[2.2.1]heptane","5",119,4882.16666666667,FALSE
"Dihydro-3-hydroxy-3-(1-hydroxyethyl)-4-methylfuran-2(3H)-one","11",1,0,FALSE
"Pseudotropine","2",104,2173,FALSE
"cyclooctanone","1",62,313,FALSE
"CREATINE","7",85,1490.5,FALSE
"2,3,5-Trimethylbenzene-1,4-Diol","2",132,4818.5,FALSE
"Versicoloritide C","1",37,452,FALSE
"3-Amino-4-hydroxybenzoic acid","1",121,471.5,FALSE
"3-methylbenzaldehyde","6",22,36.5,FALSE
"(1S,3R,5R)-3-methyl-2-oxabicyclo[3.3.1]nonan-7-one","2",73,1084.5,FALSE
"1-O-Acetyl-9-O-demethylpluviine","6",2,1668,FALSE
"P-Xyloquinone","2",21,3545,FALSE
"DL-Glutamic acid","3",166,2081.5,FALSE
"PS(22:0/21:0)","3",87,2976,FALSE
"CITRULLINE","3",161,830,FALSE
"bicyclo[2.2.2]oct-2-ene","2",40,84,FALSE
"3-acetyl indole","2",145,3926,FALSE
"Vanillin","3",81,1317.33333333333,FALSE
"Pregabalin","2",101,1356.5,FALSE
"Anatabine","3",134,812.5,FALSE
"PG 36:1","12",1,0,FALSE
"N-isopentylacetamide","6",39,696,FALSE
"Pseudoconhydrine","6",52,2209.66666666667,FALSE
"4-(Trimethylammonio)butanoate","1",57,741,FALSE
"L-CARNITINE","3",92,1617.5,FALSE
"3alpha,7beta-Dihydroxytropane","2",89,4286.16666666667,FALSE
"(5s,6s)-2,6-dimethyltricyclo[4.4.0.0,]deca-2,9-diene","2",76,861,FALSE
"Benzofuran","4",20,2074.5,FALSE
"gamma-Terpinene","4",53,1033.5,FALSE
"1-(piperidin-2-yl)butan-2-one","6",27,4,FALSE
"6,7-dimethyl-1,2,3,5,8,8a-hexahydronaphthalene","6",77,2161,FALSE
"L-Glutamine","4",37,778,FALSE
"(4r)-4-ethenyl-4-methyl-3-(propan-2-ylidene)cyclohex-1-ene","3",97,774,FALSE
"(1s,4ar)-1,4a-dimethyl-2,3,4,5,6,7-hexahydro-1h-naphthalene","3",78,2672.5,FALSE
"25,26-epoxy-1alpha-hydroxy-23,23,24,24-tetradehydro-19-norvitamin D3","6",6,0,FALSE
"Norecasantalal","2",77,1223,FALSE
"2-Ethylcyclohexanone","7",19,163,FALSE
"1-Methyl-4-(1-methylethenyl)-2,3-dioxabicyclo[2.2.2]oct-5-ene","6",60,3208.5,FALSE
"L-Phenylalanine","1",168,2054.66666666667,FALSE
"(1s,3ar,3br,5ar,7s,9ar,9br,11ar)-1-[(2s,5r)-2,5-dimethyl-5-(2-methylbutan-2-yl)oxolan-2-yl]-3a,3b,6,6,9a-pentamethyl-dodecahydro-1h-cyclopenta[a]phenanthren-7-yl acetate","6",1,0,FALSE
"furo[2,3-h]quinoline","6",63,1292,FALSE
"(E)-2-decenamide","6",66,2572,FALSE
"octahydro-1h-quinolizin-5-ium-5-olate","6",91,985,FALSE
"2-cyclohexylbut-2-enoic acid","6",24,405,FALSE
"Litseacubebic Acid","6",61,925,FALSE
"5-Indanol","2",69,1108,FALSE
"2-(2-Methoxyphenyl)Ethanamine","2",56,277,FALSE
"Bacilysocin","6",2,0,FALSE
"(2S,4R)-4-hydroxy-1-methylpiperidine-2-carboxylic acid","3",126,1056.5,FALSE
"Azepinomycin","3",137,3638,FALSE
"5-(2,5-dihydrofuran-3-yl)-2-methylpent-3-en-2-ol","2",72,894,FALSE
"borrelidin m","7",20,554,FALSE
"Diphenylamine","1",114,2681.5,FALSE
"decanamide","6",90,263,FALSE
"N-Methylpseudoconhydrine","2",35,1761,FALSE
"1,5-Anhydrosorbitol","5",64,109,FALSE
"(2-nitroprop-2-en-1-yl)cyclohexane","5",72,116.5,FALSE
"Guanine","1",82,1931.5,FALSE
"7-ethyl-1-methyl-2,3-dihydroazulene","2",116,3589.5,FALSE
"argimycin pvi","2",70,42,FALSE
"7-Methoxy-1-methyltetralin","2",118,3912.33333333333,FALSE
"2-Amino-1-Hydroxypropylphosphonic Acid","1",114,2239.5,FALSE
"9-amino-nonanoic acid","7",62,5386,FALSE
"5,7-dimethylquinolin-6-ol","3",130,747,FALSE
"1-(2,3,6-Trimethylphenyl)but-1,3-diene","2",132,1282,FALSE
"2-[Ethyl(2-Hydroxyethyl)Amino]Ethanol","4",35,222,FALSE
"2,5-dimethyl-2-(prop-1-en-2-yl)cyclohexan-1-one","4",37,140,FALSE
"Rimboxo","4",31,669,FALSE
"(3s,3ar)-3,6-dimethyl-3,3a,4,5-tetrahydro-2h-indene-1-carbaldehyde","2",105,2392,FALSE
"Phthalic acid","6",5,0,FALSE
"L-Citrulline","2",120,2593.5,FALSE
"2,6-diisopropylaniline","2",137,1185.5,FALSE
"4-(4-methylcyclohex-3-en-1-yl)pent-3-en-2-one","2",70,363.5,FALSE
"Benzo(f)quinoline","2",103,1496.5,FALSE
"11-methylidenetricyclo[5.3.1.1,]dodecane","1",90,206,FALSE
"1-(4-Ethoxyphenyl)Propan-2-Amine","1",165,1474.83333333333,FALSE
"(E)-2-((isobutylimino)methyl)phenol","3",136,1082.5,FALSE
"2-Ethyl-7-Hydroxy-6,7-Dihydro-5H-Indolizin-3-One","2",112,1692.33333333333,FALSE
"3,3a,7,7-tetramethyl-6,7-dihydro-3aH-indene","1",42,36,FALSE
"4-(4-methylphenyl)pentan-2-one","1",49,282,FALSE
"Indan","5",3,0,FALSE
"1,4-Diethoxy-2-methyl benzene","2",90,1945.33333333333,FALSE
"(3E,5Z,7Z,9E)-Trideca-3,5,7,9-tetraene","3",94,759,FALSE
"L-Tyrosine","3",169,4507,FALSE
"Limonenecarboxylic acid","2",66,278,FALSE
"()-4-deoxy-8S-hydroxyphomapyrone C","2",66,430.5,FALSE
"sl-1","3",147,1073,FALSE
"HARMAN","3",64,1266.66666666667,FALSE
"2,4,6-Trimethoxyphenol","3",151,3127.5,FALSE
"N-Acetyl-D-galactosamine","3",136,1199.16666666667,FALSE
"3-Chloro-4,5-Dihydroxybenzyl Alcohol","7",76,2940.33333333333,FALSE
"OMEGA-HYDROXYDODECANOATE","1",164,2471.81666666667,FALSE
"L-Pipecolic acid","5",29,376,FALSE
"(2r,3r,4r,6r)-6-ethyl-2-(hydroxymethyl)piperidine-3,4-diol","5",79,891.5,FALSE
"p-Cyclohexylphenol","5",106,3950,FALSE
"tridec-3-en-1-yne","5",38,1,FALSE
"2,5-Dideoxy-2,5-Imino-D-Fucitol","7",55,39,FALSE
"2-hydroxy-2-methoxy-1-phenylethanone","2",47,25,FALSE
"2-methyl-N-(2-phenylethyl)pyrrole","3",160,3174,FALSE
"6-hydroxy-2,6-dimethylocta-2,7-dienimidic acid","2",110,3146,FALSE
"thymol","6",76,2182.33333333333,FALSE
"Tripropilamine","5",69,593.666666666667,FALSE
"Ectocarpen","5",86,1975,FALSE
"cyclo(gly-glu)","7",126,2520.16666666667,FALSE
"Cis-Dihydrohomoanatoxin-A","2",90,377.333333333333,FALSE
"4-(Ethoxymethyl)-2-methyl-1H-indole","3",151,1937,FALSE
"Scopoletin","5",105,5806.33333333333,FALSE
"2-cyclopropyl-3-methyl-6,7,8,8a-tetrahydropyrrolo[2,1-b][1,3]oxazin-4-one","2",104,752.5,FALSE
"N-[2-(4-Hydroxyphenyl)-2-Oxoethyl]Acetamide","2",87,1440,FALSE
"Herniarin","1",38,216,FALSE
"N-Ethyl trans-2-cis-6-nonadienamide","1",106,1919,FALSE
"(2e,4e,6e)-dodeca-2,4,6-trienoic acid","2",81,840,FALSE
"Dehydro-beta-ionone","2",68,188,FALSE
"(4e)-5,9-dimethyldeca-4,8-dienoic acid","2",73,858.5,FALSE
"Desoxy-galiellalactone","1",5,0,FALSE
"dodeca-2,4-dienimidic acid","6",25,821.5,FALSE
"Marinoquinoline G","1",173,3706.66666666667,TRUE
"Bipolamide B","3",164,3517.5,FALSE
"1,2,3,4,5,6-hexahydropteridine-2,4,6-trione","2",20,8,FALSE
"Asenjonamide B","2",110,3039,FALSE
"8-hydroxy-2,6-dimethyloct-2-enoic acid","3",24,370,FALSE
"N-Octyl-2-pyrrolidone","1",59,1115.66666666667,FALSE
"DEET","1",131,699.333333333333,FALSE
"Norpechuelone","1",97,5378,FALSE
"Calacorene","1",148,1325,FALSE
"Rimantadine","2",120,965,FALSE
"(2-isopropyl-5-methylphenyl)acetic acid","1",92,4652,FALSE
"Dihydrostrobiline","7",72,931,FALSE
"7-phenylheptan-3-ol","2",46,434,FALSE
"N,N-Dimethyldecanamide","2",87,460,FALSE
"2-(2-methylpropyl)-5-phenyl-1H-imidazole","2",140,1200,FALSE
"4-epi-11-nor-aristola-1(10),11-diene","5",76,1839,FALSE
"11-amino-undecanoic acid","2",113,315,FALSE
"3-(2,5,6,6-tetramethylcyclohex-2-en-1-yl)prop-2-enal","3",131,1549.5,FALSE
"Alpha-Corocalene","1",157,3890,FALSE
"3,4',5-Biphenyltriol","2",116,1670,FALSE
"Tremetone","2",71,163,FALSE
"7-methoxybenzofuran-5-carboxaldehyde","3",17,0,FALSE
"alpha-oxo-1h-indole-3-propanoic acid","3",141,677,FALSE
"Gymnomitra-3(15),4-diene","1",159,1425.8,FALSE
"L-Tryptophan","3",149,962,FALSE
"(4ar,8ar)-1-methylidene-7-(propan-2-ylidene)-octahydronaphthalene","3",63,972,FALSE
"Leptotriene","7",129,3790.5,FALSE
"2-(propan-2-ylidene)-hexahydro-1h-inden-4-one","4",68,1576.83333333333,FALSE
"3-(hydroxymethyl)-5-methyl-octahydroindolizine-1,2-diol","2",109,2459,FALSE
"ethyl-9-decenoate","3",41,407,FALSE
"5-(2,4-Dimethylbenzyl)Pyrrolidin-2-One","2",87,921,FALSE
"(1s,7s)-1-(2-hydroxyethyl)-7-(hydroxymethyl)-2-oxabicyclo[2.2.1]heptan-7-ol","5",74,1042,FALSE
"2-(but-3-en-1-yl)-1,3,3-trimethylcyclohex-1-ene","6",26,20,FALSE
"dodecanamide","6",55,411,FALSE
"8-propionyl caprylic acid","6",29,308.5,FALSE
"2-hydroxy-4-methoxy-6-propylbenzoic acid","6",1,0,FALSE
"bicyclo[4.2.0]octa-1,3,5-triene","6",3,6257,FALSE
"Delta-Hexanolactone","6",2,2094,FALSE
"6,7-dihydroxy-1,1-dimethyl-1,2,3,4-tetrahydroisoquinoline","5",88,822,FALSE
"(1ar,4ar,7s,7ar,7br)-1,1-dimethyl-4-methylidene-octahydro-1ah-cyclopropa[e]azulen-7-ol","5",70,985,FALSE
"5,9,9-trimethyl-2-methylidenebicyclo[6.2.0]dec-4-ene","6",34,2118,FALSE
"6,10-dimethylundeca-3,5-dien-2-one","6",69,725,FALSE
"Cadalene","3",60,5,FALSE
"2Z-Hexenoic acid","2",2,0,FALSE
"3-ethylidene-1-methylcyclopent-1-ene","2",2,4,FALSE
"Dehydrosalsolidine","3",142,1096,FALSE
"1-(5-Hydroxy-7-methoxy-1-benzofuran-3-yl)ethanone","3",133,1471,FALSE
"HIAA","3",6,592,FALSE
"2-hydroxy-iminostilbene","3",102,73,FALSE
"1,4-dihydroanthracene-9,10-dione","3",161,3655,FALSE
"2,5-Dimethyl-N-(2-phenylethyl)pyrrole","7",4,0,FALSE
"10-hydroxy-6,10-dimethylundeca-5,8-dien-2-one","2",52,124,FALSE
"8-Amino-1-phenazineol","2",133,2407,FALSE
"1-[(4as,8r)-4a,8-dimethyl-3,4,5,6,7,8-hexahydro-2h-naphthalen-2-yl]ethanone","5",91,2757,FALSE
"(1r,4r,4as,8ar)-4-methyl-7-methylidene-octahydro-1h-naphthalene-1-carboxylic acid","2",136,1088,FALSE
"methoxamine","2",134,1540,FALSE
"N-ACETYLGLUCOSAMINE","1",91,1644,FALSE
"6-methoxy-1,2-dimethyl-3,4-dihydro-1h-isoquinolin-7-ol","6",64,1926,FALSE
"Sw-B","1",31,1276,FALSE
"Prespatane","4",64,1158.66666666667,FALSE
"N-acetylnorpandamarilactonine A","2",38,1535,FALSE
"Propyl gallate","6",96,3708.5,FALSE
"cis-stilbene oxide","2",25,73.5,FALSE
"Spathullin B","5",107,2164.16666666667,FALSE
"2-chloro-1-(2,4-dimethylphenyl)-2-methylpropan-1-one","3",156,2594,FALSE
"trans-beta-Bergamotene","7",114,1944.5,FALSE
"3,5-dihydroxyphenyl (2r)-2-methylbutanoate","7",55,925,FALSE
"N-(9-oxodecyl)acetamide","2",64,294,FALSE
"cordysinin c","1",26,406,FALSE
"3R-hydroxy-5Z-dodecenoic acid","5",93,1830,FALSE
"1,1,7-trimethyl-1ah,2h,3h,5h,6h,7bh-cyclopropa[a]naphthalene","2",65,737,FALSE
"Tridecanamide","6",75,148.5,FALSE
"3-(4-Tert-Butylphenyl)-2-Methylpropanal","1",162,2645.83333333333,FALSE
"1,5,12,12-tetramethyl-6-azatricyclo[7.2.1.0,]dodeca-2(7),3,5-triene","3",151,2471.5,FALSE
"3-Bromo-4,5-Dihydroxybenzaldehyde","3",123,307,FALSE
"6-(methylamino)hexane-1,2,3,4,5-pentaol","3",129,561,FALSE
"(5E)-6,10-dimethyl-5,9-undecadien-2-one","5",118,2234,FALSE
"(+)-Vulgraon B","6",93,571,FALSE
"Toxol","3",137,552.333333333333,FALSE
"4,8-Dimethoxy-3-Methylnaphthalen-1-Ol","5",105,5120.83333333333,FALSE
"Ethyl menthane carboxamide","1",82,215,FALSE
"Nootkatone","5",120,5159.5,FALSE
"Solanascone","3",146,1604,FALSE
"2,2,5,9-tetramethyl-1h,7h,8h-cyclopenta[8]annulen-4-one","7",80,2091.5,FALSE
"Prumycin","2",122,1701.5,FALSE
"hexadeca-1,3,5,7-tetraene","6",95,2604,FALSE
"Elaeokanine C","2",126,3044,FALSE
"(+)-(S,R)-Epoxyartemidin","2",42,102,FALSE
"(2S)-3-hydroxy-2-[(E)-2-phenylethenyl]-2,3-dihydropyran-6-one","1",149,2419.5,FALSE
"2,6,10-Trimethyl-(E,E)-2,6,10,12-tridecatetraene","6",29,201.5,FALSE
"Paracetamol","1",11,448,FALSE
"Eupolauridine N-oxide","5",131,3196.5,FALSE
"3-acetyl-4a,5-dimethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-2-one","1",156,3092.66666666667,FALSE
"5-hydroxyculmorin","7",124,1556.16666666667,FALSE
"(1r,4s,4ar,8as)-4,7-dimethyl-1-(prop-1-en-2-yl)-3,4,4a,5,6,8a-hexahydro-2h-naphthalen-1-ol","1",152,3495.5,FALSE
"Fraxidin","2",112,840,FALSE
"2-{4-[(3-methylbutyl)amino]phenyl}ethanimidic acid","3",34,756,FALSE
"Isoishwarone","3",124,585,FALSE
"(z,2e)-n-[(1z)-2-(methylsulfanyl)ethenyl]-3-phenylprop-2-enimidic acid","3",108,347,FALSE
"2-(4a,8-dimethyl-2,3,4,8a-tetrahydro-1h-naphthalen-2-yl)propan-2-ol","1",165,1737,FALSE
"Carnegine","2",97,915,FALSE
"Desmethyldestruxin B","5",6,0,FALSE
"(E)-3,7-Dimethyl-2,6-octadienyl butyrate","5",139,7368.5,FALSE
"4-hydroxy-1-methyl-7-(prop-1-en-2-yl)-2,3,4,4a,5,6,7,8-octahydronaphthalen-2-one","2",48,1285,FALSE
"3-(4-hydroxyphenyl)-1-phenyl-2-propen-1-one","3",141,1066,FALSE
"alpha-Cyperone","5",106,1002,FALSE
"Ritalinic acid","2",74,345,FALSE
"Dihydroartemisinic aldehyde","2",73,2602.5,FALSE
"hexahydro-1h-pyrrolizin-1-ylmethyl 2-methylbutanoate","2",103,1633.5,FALSE
"5-methyl-1-(4-methylcyclohex-3-en-1-yl)hex-4-en-1-ol","6",49,368,FALSE
"Glulisine A","1",158,763.833333333333,FALSE
"decyl acetate","2",130,1223,FALSE
"Andrachcinidine","2",150,2329.5,FALSE
"5-[4-(methoxymethyl)furan-2-yl]-1h-indole","1",156,2010.5,FALSE
"Myristamide","1",111,467.5,FALSE
"Bisphenol A","1",163,1167,FALSE
"Oxidohimachalene","4",59,1441,FALSE
"Gymnamide","3",38,254,FALSE
"2-(2-methylpropyl)dec-2-enimidic acid","3",144,2893.5,FALSE
"2-amino-5-[(1H-indol-3-yl)methyl]-4,5-dihydro-1,3-oxazol-4-one","3",158,1132.5,FALSE
"Medelamine B","2",102,2865,FALSE
"2-Phenylquinoline","1",67,326,FALSE
"()-petchioic B","7",73,641,FALSE
"Cerulomycin","3",76,344,FALSE
"hexadecahydrofluoranthene","7",85,504.5,FALSE
"Alantodiene","5",109,3645.5,FALSE
"1-Methoxycarbonyl-Beta-Carboline","5",104,2163,FALSE
"2-methyl-2-[(2s,3r,4r,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]propanenitrile","3",107,154.5,FALSE
"Drupanin","2",132,1204,FALSE
"elema-1,3,7(11),8-tetraen-8,12-lactam","2",107,1515.5,FALSE
"Coralcuparene","5",82,1201.5,FALSE
"Carotarosal A","2",133,707.5,FALSE
"Mansonone A","5",119,5074.83333333333,FALSE
"n-(2-methylpropyl)dec-2-enimidic acid","6",95,1576,FALSE
"Herbarumin I","1",143,3045,FALSE
"5',6'-dimethylspiro[indole-3,2'-[1,5]oxazinan]-2-ol","3",82,59,FALSE
"n-methyl-n-[2-(methylsulfanyl)ethenyl]-3-phenylprop-2-enamide","3",141,929,FALSE
"2,7-dihydroxy-11,12-dehydrocalamenene","2",115,1125,FALSE
"Cananodine","3",167,899.5,FALSE
"rupestine J","7",93,4233.16666666667,FALSE
"Aspergone O","3",147,2642,FALSE
"methyl 2,2-dimethyl-4-oxo-3h-1-benzopyran-6-carboxylate","7",113,1855.5,FALSE
"(1R-trans)-1,2,3,4-Tetrahydro-7-hydroxy-6-methyl-4-(1-methylethyl)-1-naphthalenemethanol","3",81,707,FALSE
"4,5-dihydroxy-n-(2-methylpropyl)oct-2-enimidic acid","2",113,3097.5,FALSE
"Crispine A","2",63,846,FALSE
"(1s)-4-[(3s)-3-hydroxybut-1-yn-1-yl]-3,5,5-trimethylcyclohex-3-en-1-ol","5",35,609,FALSE
"(3aS,4R)-7-(hydroxymethyl)-2,2-dimethyl-5-methylidenespiro[1,3,3a,4-tetrahydroindene-6,1'-cyclopropane]-4-ol","7",113,2662.5,FALSE
"14-oxa-7-azatetracyclo[6.6.1.0,.0,]pentadec-10-en-13-one","2",44,688,FALSE
"Walleminone","2",111,2009,FALSE
"2-(2-hydroxy-2-phenylethyl)-1-methylpiperidin-3-ol","2",85,393.5,FALSE
