"node","module","degree","betweenness","is_hub"
"4,6-dihydroxy-7,12,16-trimethyl-15-(6-methyl-5-oxohept-6-en-2-yl)pentacyclo[9.7.0.0,.0,.0,]octadecane-7-carboxylic acid","1",209,4501,FALSE
"(5R,8S,9S,10S,14R)-4,4,8,10,14-pentamethyl-17-[(2R,4S,5S)-4,5,6-trihydroxy-6-methylheptan-2-yl]-2,5,6,7,9,15-hexahydro-1H-cyclopenta[a]phenanthrene-3,16-dione","5",204,2077.5,FALSE
"Arthrobotrisin B 7-acetonide","4",6,79,FALSE
"Ceramicine E","3",205,1016.5,FALSE
"PE(18:1(11Z)/0:0)","4",91,688,FALSE
"Sulfocholic acid","3",216,3028.5,FALSE
"Serratamolide E","2",219,1822,FALSE
"borrelidin m","2",95,1447,FALSE
"(22E,24R)-11alpha-acetoxy-25-hydroxy,5alpha-ergosta-7,22-diene-3,6-dione","1",233,851,FALSE
"3-benzyl-9-(butan-2-yl)-6-(3-hydroxybutan-2-yl)-12-(propan-2-yl)-1,4,7,10-tetraazacyclododecane-2,5,8,11-tetrone","1",179,3591.33333333333,FALSE
"tauroursodeoxycholic acid","1",234,401.666666666667,FALSE
"Astrakurkurol","1",155,931.5,FALSE
"10-methoxy-2,4a-bis(methoxymethyl)-2,6a,6b,9,9,12a-hexamethyl-1,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene","1",179,2551.83333333333,FALSE
"4',5'-Dihydroxy-7-methoxy-5,2'-oxido-4-phenylcoumarin","5",9,94,FALSE
"(+)-Buxabenzamidienine","5",247,684.5,FALSE
"tetracosyl (2e)-3-(4-hydroxyphenyl)prop-2-enoate","1",193,2730.5,FALSE
"5-N-acetyl-8-isopropylardeemin","3",258,1328.5,FALSE
"KadcoccinicacidE","2",126,2246.5,FALSE
"(1'r,3r,3ar,4'r,7'r,8's,8ar,9ar,11's,13'r)-7'-isopropyl-1',4',5,8a,11'-pentamethyl-4,6,7,8,9,9a-hexahydro-3ah-spiro[naphtho[2,3-b]furan-3,15'-tetracyclo[11.2.1.0,.0,]hexadecan]-2'(12')-en-2-one","1",203,1655,FALSE
"(20R)-24-Hydroxy-19-norgeminivitamin D3","3",236,1329,FALSE
"(2r,3s,4s,5r,6r)-2-(hydroxymethyl)-6-{[(1r,4s,10s,11s,13r)-11,13,15-trihydroxy-5,5,9-trimethyl-14-methylidenetetracyclo[11.2.1.0,.0,]hexadecan-6-yl]oxy}oxane-3,4,5-triol","4",50,1007,FALSE
"Melezitose","1",251,1491.5,FALSE
"taurocholic acid","4",200,1214.5,FALSE
"(2r,3s,4s,5r)-4-[(1s,3r,6s,7s,8r,11s,12s,15r,16r)-6-hydroxy-7-(hydroxymethyl)-7,12,16-trimethylpentacyclo[9.7.0.0,.0,.0,]octadecan-15-yl]-5-methoxy-2-(2-methylprop-1-en-1-yl)oxolan-3-ol","2",246,1854.5,FALSE
"22-Acetoxy-15-deoxo-eucosterol","2",298,1493,FALSE
"FAHFA 14:0/13O(FA 18:0)","4",121,739,FALSE
"Ripromycin","1",234,905.5,FALSE
"14-[3,5-dihydroxy-4-(3-hydroxy-3-methylbutyl)phenyl]-1-(3,5-dihydroxyphenyl)tetradec-6-en-1-one","1",162,2130.5,FALSE
"PG(18:1(9Z)/0:0)","3",156,583,FALSE
"Norquandrangularic acid D","4",12,3102,FALSE
"16-O-acetylpolyporenic acid C","1",199,929,FALSE
"12-hydroxy-8,21,21-trimethyl-5,19-bis(3-methylbut-2-en-1-yl)-3,7,20-trioxahexacyclo[15.4.1.0,.0,.0,.0,]docosa-4(13),5,9,11,15-pentaene-14,18-dione","4",153,1194,FALSE
"PG(20:1(11Z)/0:0)","1",199,4538,FALSE
"PG(19:1(9Z)/0:0)","2",200,617,FALSE
"8-[(2e)-3,7-dimethylocta-2,6-dien-1-yl]-5,7-dihydroxy-4-[(1s)-1-hydroxypropyl]-6-(3-methylbutanoyl)chromen-2-one","3",13,40,FALSE
"Ym-32890 B","4",220,2155,FALSE
"Novapikromycin","2",229,5657.5,FALSE
"Longipedlactone J","3",193,1082.5,FALSE
"Geranin A","2",197,964,FALSE
"[(1r,3as,5ar,7r,8s,9ar,9br,11ar)-1-[(2s,3r)-3,6-dihydroxy-6-methylheptan-2-yl]-3a,8-dihydroxy-9a,11a-dimethyl-5-oxo-1h,2h,3h,5ah,6h,7h,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-7-yl]oxyphosphonic acid","3",188,1766,FALSE
"PG(17:0/0:0)","5",37,0,FALSE
"31-hydroxy-32,35-anhydrobacteriohopanetetrol","5",253,1370.83333333333,FALSE
"Phomalevone A","2",201,938.5,FALSE
"5-hydroxy-10-methoxy-2,6b,9,9,12a-pentamethyl-1-methylidene-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene-4a,6a-dicarboxylic acid","3",261,2418.5,FALSE
"(1s,4s,5r,6r,7s,11r,16s,17s,18r,19r)-5,16,17-trihydroxy-6,14,18-trimethyl-4-{[(2r,3s,4r,5r,6s)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,10-dioxapentacyclo[9.8.0.0,.0,.0,]nonadec-13-en-9-one","3",194,2482.66666666667,FALSE
"(1s,12z)-8,26-dihydroxy-6-oxa-15,20,24,27-tetraazatetracyclo[13.9.6.2,.1,]tritriaconta-2,4,7(31),8,10,12,26,32-octaen-14-one","4",137,1406.5,FALSE
"6-(butan-2-yl)-4,7',15'-trihydroxy-5,6',14',16'-tetramethyl-2',20'-dioxaspiro[oxane-2,21'-tricyclo[17.3.1.0,]tricosane]-4',6',8',10',12',16'-hexaen-3'-one","1",136,680.5,FALSE
"Chaetoglobosin K","4",209,2126.5,FALSE
"9-hydroxy-10-({10-hydroxy-7-methoxy-3-methyl-1-oxo-3h,4h-naphtho[2,3-c]pyran-9-yl}oxy)-5,7-dimethoxy-3-methylbenzo[g]isochromen-1-one","4",196,2368.5,FALSE
"(1s,2r,4as,6as,6br,8ar,9r,10s,12ar,12br,14bs)-10-hydroxy-1,2,6a,6b,9,12a-hexamethyl-9-[(sulfooxy)methyl]-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydro-1h-picene-4a-carboxylic acid","3",211,635.5,FALSE
"Capisterone B","3",108,287,FALSE
"Artoindonesianin V","3",201,744,FALSE
"Cer(t18:1(11E)/16:0(2OH))","4",141,1139.5,FALSE
"Shuangdaolide B","3",169,356,FALSE
"Desmethyldestruxin B","2",110,172,FALSE
"LPC 18:1","5",209,948.5,FALSE
"10-hydroxy-4a-(4-hydroxyphenoxymethyl)-1,2,6b,9,9,12a-hexamethyl-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydro-1h-picene-6a-carboxylic acid","2",246,2920.5,FALSE
"Desferrioxamine X1","5",254,1804.5,FALSE
"1,3,6,9-tetrahydroxy-11-[(2e)-4-(3-hydroxy-5,5,8a-trimethyl-2-methylidene-hexahydro-1h-naphthalen-1-yl)but-2-en-2-yl]-10,11-dihydro-5-oxatetraphen-12-one","4",174,1333,FALSE
"(1s,3ar,3br,5ar,7s,9ar,9br,11ar)-1-[(2s,5r)-2,5-dimethyl-5-(2-methylbutan-2-yl)oxolan-2-yl]-3a,3b,6,6,9a-pentamethyl-dodecahydro-1h-cyclopenta[a]phenanthren-7-yl acetate","2",42,11,FALSE
"Versicoloritide C","1",201,486.5,FALSE
"Guanahanolide A","2",137,461.5,FALSE
"Ulmicin B","1",217,689.833333333333,FALSE
"11-ethyl-2,3,8,9-tetrahydroxy-4,6,16-trimethoxy-11-azahexacyclo[7.7.2.1,.0,.0,.0,]nonadecan-13-yl 2-aminobenzoate","4",171,1563.83333333333,FALSE
"ferulaeone H","1",176,999.5,FALSE
"(1s,2s,5s,6s,7r,8s,9r,12r)-8,12-bis(acetyloxy)-7-(benzoyloxy)-2-hydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.0,]dodecan-5-yl benzoate","4",212,1456,FALSE
"11-octadecyl-11h-5,10-dioxatetraphen-12-one","5",119,1452.5,FALSE
"Cochlioquinol II","2",290,2075,FALSE
"(E)-[(1R,9R,10S,11R,13S,17R,25R,26S,27R,33S,35S,37S,39Z)-39-ethylidene-36-oxa-8,14,24,30-tetrazadodecacyclo[25.5.2.211,14.11,26.19,25.110,17.02,7.013,17.018,23.030,33.08,35.024,37]nonatriaconta-2,4,6,18,20,22-hexaen-28-ylidene]methanol","5",256,1894.5,FALSE
"Cer(t18:0/16:0(2OH))","1",214,2367,FALSE
"Nocardamine","1",199,3130.5,FALSE
"21-Deoxybafilomycin A1","3",274,1886.33333333333,FALSE
"Sulfobacin A","5",165,2066,FALSE
"PA(14:0/15:0)","1",231,921.5,FALSE
"Megovalicin G","1",239,1633,FALSE
"hexacosyl 3-(4-hydroxyphenyl)prop-2-enoate","2",6,0,FALSE
"Hesperidin","3",231,1840,FALSE
"2-[(1r,9r,10s,11r,13s,17r,25s,26s,27s,28e,33s,36s,38e,39s)-38-(2-hydroxyethylidene)-35-oxa-8,14,24,30-tetraazadodecacyclo[25.5.2.2,.1,.1,.1,.0,.0,.0,.0,.0,.0,]nonatriaconta-2,4,6,18,20,22-hexaen-28-ylidene]ethanol","4",173,1631,FALSE
"Accedinisine","5",273,2934.33333333333,FALSE
"12',14-diethyl-14',16-dioxa-8,8',17',19-tetraazaspiro[heptacyclo[10.9.1.1,.0,.0,.0,.0,]tricosane-10,10'-hexacyclo[10.7.1.0,.0,.0,.0,]icosane]-2,2',4,4',6,6',8'-heptaen-22-ol","4",130,3536,FALSE
"PA(16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","5",241,848.5,FALSE
"Nigramide F","3",116,1497,FALSE
"Karavoate M","3",245,3706.83333333333,FALSE
"(1s,6r,9s,10r,12r,15s,18s,26s,27s,30r)-6,9,12,15,18,23,27,32-octamethyl-30-(prop-1-en-2-yl)-2,25-dioxaoctacyclo[24.5.3.0,.0,.0,.0,.0,.0,]tetratriaconta-3,5(22),19,23,32-pentaene-13,21-dione","1",130,708.333333333333,FALSE
"Cer(t18:0/23:0(2OH))","3",245,1534.5,FALSE
"Phosphoroselenoic acid","1",7,3,FALSE
"2-hydroxy-n-(1,3,4-trihydroxyoctadec-8-en-2-yl)tricosanimidic acid","5",241,712.333333333333,FALSE
"PGP(10:0(3-OH)/14:0)","3",265,1336.5,FALSE
"Cer(t18:0/24:0(2OH))","1",189,2044.5,FALSE
"2-hydroxy-n-(1,3,4-trihydroxyoctadec-8-en-2-yl)pentacosanimidic acid","4",18,15,FALSE
"Gambogenific Acid","1",200,516,FALSE
"2-hydroxy-n-(1,3,4-trihydroxyoctadec-8-en-2-yl)docosanimidic acid","2",295,927.5,FALSE
"Bacilysocin","3",15,32,FALSE
"PI 34:1","1",286,1049.5,FALSE
"PG(10:0(3-OH)/16:0)","3",135,296,FALSE
"FJ120DPA","5",269,2286.33333333333,FALSE
"PGP(12:0(3-OH)/16:0)","2",136,3166,FALSE
"PI 36:2","3",147,1354.5,FALSE
"Cyclohexylamine","2",215,762.5,FALSE
"15R-17,18-dehydroxantholipin","5",26,47,FALSE
"PS(22:0/21:0)","5",160,1127,FALSE
"Tetrahydrofuran-2-methanol","2",111,706,FALSE
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z))","3",239,600.5,FALSE
"pentanamide","3",246,1386,FALSE
"PI 38:4","1",243,2126.5,FALSE
"DIETHANOLAMINE","3",265,1015,FALSE
"tupisteroide C","2",8,181,FALSE
"Cer 18:0;3/22:0;1","4",204,1927.5,FALSE
"Choline","4",215,3028.5,FALSE
"Ethylbenzene","3",227,3418.5,FALSE
"PI(18:4(6Z,9Z,12Z,15Z)/22:0)","1",221,824.5,FALSE
"Norborneol","1",181,432,FALSE
"PG 36:2","2",3,23,FALSE
"5-Hydroxy-2-pyrrolidinone","4",42,189,FALSE
"19-hydroxy-3,7,7,11,16,20,20-heptamethylpentacyclo[13.8.0.0,.0,.0,]tricos-1(23)-en-8-yl 3-(3,4-dihydroxyphenyl)propanoate","5",168,244,FALSE
"Cytosine","2",281,747.75,FALSE
"Neurine","5",265,905,FALSE
"L-Proline","2",294,1806.5,FALSE
"PI 32:0","4",138,844,FALSE
"(3R,3aR,7S,8aS)-3,7-dimethyl-2-oxo-3,3a,4,7,8,8a-hexahydrocyclohepta[b]furan-6-carboxylic acid","2",1,0,FALSE
"L-Valine","2",294,1202,FALSE
"L-Threonine","5",242,1109.5,FALSE
"L-Serine","2",97,148,FALSE
"Hexanamide","2",131,754,FALSE
"PG 34:1","4",2,0,FALSE
"Caprolactam","3",191,1438,FALSE
"Delta-Hexanolactone","4",15,5294,FALSE
"4-(prop-1-en-2-yl)pyridine","2",300,1739.83333333333,TRUE
"4-Acetylpyridine","5",8,0,FALSE
"Ferruginene C","4",2,52,FALSE
"PG 32:0","1",17,2,FALSE
"2-ethyl-5,5-dimethylcyclopenta-1,3-diene","3",208,996,FALSE
"Piperidine-1-Carbaldehyde","1",179,892.5,FALSE
"Niacinamide","1",185,1939,FALSE
"Ethylphosphate","3",113,478,FALSE
"2Z-Hexenoic acid","3",32,665,FALSE
"3-HYDROXY-2-METHYL-4-PYRONE","5",236,910.5,FALSE
"cyclooctanone","2",191,396,FALSE
"3-Ethylpyridine","3",202,1618.5,FALSE
"HISTIDINOL","4",175,2000.5,FALSE
"2-(Cyclohex-2-En-1-Yl)Ethanol","3",168,804,FALSE
"2-Ethylcyclohexanone","1",111,391,FALSE
"N-Cyclohexylformamide","4",174,1133,FALSE
"bicyclo[4.2.0]octa-1,3,5-triene","2",10,1612,FALSE
"L-Glutamate","2",137,3589,FALSE
"1-(pyrrolidin-2-yl)propan-2-ol","3",183,1236,FALSE
"P-Xylene","1",222,1488.5,FALSE
"N-Ethylsuccinimide","3",273,1425.5,FALSE
"N-Butylbutan-1-Amine","3",194,536,FALSE
"(2r)-3-amino-2-hydroxy-3-methylbutanoic acid","3",269,1008.5,FALSE
"3-ethylidene-1-methylcyclopent-1-ene","2",31,46,FALSE
"bicyclo[2.2.2]oct-2-ene","3",142,185.5,FALSE
"2-(cyclopent-1-en-1-yl)furan","3",213,1938.5,FALSE
"NICOTINATE","4",171,1133.5,FALSE
"oct-6-en-4-ol","2",86,460,FALSE
"Adenine","4",211,1145.5,FALSE
"Benzofuran","4",77,491,FALSE
"1-Ethyl-4-Methylbenzene","4",105,542,FALSE
"2-Thiophenecarboxaldehyde Oxime","5",269,992.833333333333,FALSE
"Zarzissine","4",214,2055.5,FALSE
"L-Leucine","2",255,581.5,FALSE
"p-Mentha-1,3,8-triene","3",176,2729,FALSE
"BETAINE","1",54,22.5,FALSE
"CREATINE","1",212,1454,FALSE
"N-isopentylacetamide","2",119,1570.5,FALSE
"5-Indanol","3",186,597.5,FALSE
"P-Xyloquinone","3",109,947,FALSE
"Pseudotropine","3",224,1974.5,FALSE
"gamma-Terpinene","4",152,1999,FALSE
"UROCANATE","4",139,1018,FALSE
"(2R)-6-methylpiperidine-2-carboxylic acid","1",184,314,FALSE
"Isophorone","2",233,522.5,FALSE
"3-Formylindole","1",232,1537,FALSE
"1,4a-dimethyl-7-(prop-1-en-2-yl)-1,2,3,4,4a,9,10,10a-octahydrophenanthrene-1-carboxylic acid","5",1,0,FALSE
"2-[Ethyl(2-Hydroxyethyl)Amino]Ethanol","1",132,1019.5,FALSE
"Indan","2",36,1930,FALSE
"L-Glutamine","4",124,1112,FALSE
"3E-methylglutaconic acid","5",235,1236.5,FALSE
"4-(Trimethylammonio)butanoate","2",240,1215,FALSE
"Myosmine","5",258,1280.5,FALSE
"3-methylbenzaldehyde","2",96,752.5,FALSE
"Tripropilamine","4",163,942,FALSE
"Acetylcholine","1",247,2144.5,FALSE
"Hypoxanthine","4",206,1102,FALSE
"Triethanolamine","3",228,2339,FALSE
"Guanine","2",224,1856,FALSE
"1-(1-methylpyrrolidin-2-yl)propan-2-ol","3",206,478,FALSE
"DL-Glutamic acid","5",273,950,FALSE
"2-methyl-3-(prop-1-en-2-yl)bicyclo[2.2.1]heptane","2",259,2556.33333333333,FALSE
"2-(2-Methoxyphenyl)Ethanamine","3",216,638,FALSE
"2,3,5-Trimethylbenzene-1,4-Diol","3",233,2377,FALSE
"3-Amino-4-hydroxybenzoic acid","1",258,2111.5,FALSE
"Pseudoconhydrine","2",130,2006,FALSE
"1-(piperidin-2-yl)butan-2-one","2",142,395.5,FALSE
"(1S,3R,5R)-3-methyl-2-oxabicyclo[3.3.1]nonan-7-one","3",195,870.5,FALSE
"3alpha,7beta-Dihydroxytropane","3",171,2625.5,FALSE
"Vanillin","5",207,2001.5,FALSE
"N-Methylpseudoconhydrine","3",196,1085,FALSE
"CITRULLINE","5",257,817,FALSE
"3-acetyl indole","3",268,1181.33333333333,FALSE
"(2S,4R)-4-hydroxy-1-methylpiperidine-2-carboxylic acid","5",229,549.5,FALSE
"Pregabalin","3",211,1069.5,FALSE
"Anatabine","5",253,1240,FALSE
"PG 36:1","9",1,0,FALSE
"L-CARNITINE","5",246,2222.5,FALSE
"Paracetamol","4",112,238,FALSE
"(5s,6s)-2,6-dimethyltricyclo[4.4.0.0,]deca-2,9-diene","3",172,962,FALSE
"(4r)-4-ethenyl-4-methyl-3-(propan-2-ylidene)cyclohex-1-ene","5",253,710.5,FALSE
"2-Amino-1-Hydroxypropylphosphonic Acid","1",253,1327.5,FALSE
"octahydro-1h-quinolizin-5-ium-5-olate","2",190,314.5,FALSE
"6,7-dimethyl-1,2,3,5,8,8a-hexahydronaphthalene","2",146,978.5,FALSE
"Ectocarpen","4",194,2469,FALSE
"(1s,4ar)-1,4a-dimethyl-2,3,4,5,6,7-hexahydro-1h-naphthalene","5",198,1570.5,FALSE
"Phthalic acid","2",47,241.5,FALSE
"Norecasantalal","3",171,459,FALSE
"1-Methyl-4-(1-methylethenyl)-2,3-dioxabicyclo[2.2.2]oct-5-ene","2",129,1931,FALSE
"L-Phenylalanine","2",293,1317.5,FALSE
"2-amino-4-methylhex-4-enoic acid","2",48,542,FALSE
"1,5-Anhydrosorbitol","4",167,622,FALSE
"2-cyclohexylbut-2-enoic acid","2",99,363.5,FALSE
"furo[2,3-h]quinoline","2",128,848.5,FALSE
"(E)-2-decenamide","2",157,1258.5,FALSE
"Litseacubebic Acid","2",152,1025.5,FALSE
"2,5-dimethyl-2-(prop-1-en-2-yl)cyclohexan-1-one","4",118,210,FALSE
"Cer(t18:0/22:0(2OH))","2",32,2568,FALSE
"decanamide","2",202,341.5,FALSE
"1-(2,3,6-Trimethylphenyl)but-1,3-diene","3",256,809,FALSE
"Azepinomycin","5",259,2539.83333333333,FALSE
"2-tert-butyl-6-[(3-tert-butyl-2-hydroxy-5-methylphenyl)methyl]-4-methylphenol","3",1,0,FALSE
"2,4,5-trimethylbenzene-1,3-diol","2",6,44,FALSE
"5-(2,5-dihydrofuran-3-yl)-2-methylpent-3-en-2-ol","3",193,1165,FALSE
"L-Pipecolic acid","4",89,1618.5,FALSE
"2,5-Dideoxy-2,5-Imino-D-Fucitol","1",157,653.333333333333,FALSE
"thymol","2",149,1389.5,FALSE
"Diphenylamine","2",236,1240,FALSE
"5,7-dimethylquinolin-6-ol","5",236,395,FALSE
"(2-nitroprop-2-en-1-yl)cyclohexane","4",170,533,FALSE
"3,3a,7,7-tetramethyl-6,7-dihydro-3aH-indene","2",166,236.5,FALSE
"7-ethyl-1-methyl-2,3-dihydroazulene","3",216,1801,FALSE
"argimycin pvi","3",154,67,FALSE
"(2r,3r,4r,6r)-6-ethyl-2-(hydroxymethyl)piperidine-3,4-diol","3",199,1084.5,FALSE
"7-Methoxy-1-methyltetralin","3",207,2247.5,FALSE
"3-Chloro-4,5-Dihydroxybenzyl Alcohol","1",198,2743.83333333333,FALSE
"Herniarin","2",171,965,FALSE
"9-amino-nonanoic acid","2",141,2780.33333333333,FALSE
"L-Citrulline","5",264,2652.5,FALSE
"7-methoxybenzofuran-5-carboxaldehyde","5",106,637,FALSE
"2-hydroxy-2-methoxy-1-phenylethanone","3",157,1201,FALSE
"N,N'-diisobutylurea","3",35,256,FALSE
"p-Cyclohexylphenol","4",210,2440.5,FALSE
"Rimboxo","4",94,415.5,FALSE
"(3s,3ar)-3,6-dimethyl-3,3a,4,5-tetrahydro-2h-indene-1-carbaldehyde","3",217,830,FALSE
"benthaminin 2","2",11,542,FALSE
"(E)-2-((isobutylimino)methyl)phenol","5",253,1168,FALSE
"2,6-diisopropylaniline","3",269,1214.5,FALSE
"4-(4-methylcyclohex-3-en-1-yl)pent-3-en-2-one","3",170,131,FALSE
"Benzo(f)quinoline","3",230,1248,FALSE
"4-(4-methylphenyl)pentan-2-one","2",176,345,FALSE
"11-methylidenetricyclo[5.3.1.1,]dodecane","1",242,679.5,FALSE
"hyocholic acid","3",20,391,FALSE
"2-Ethyl-7-Hydroxy-6,7-Dihydro-5H-Indolizin-3-One","3",242,1000.83333333333,FALSE
"Rimantadine","3",246,427,FALSE
"Limonenecarboxylic acid","3",201,236,FALSE
"1-(4-Ethoxyphenyl)Propan-2-Amine","2",293,1142.5,FALSE
"(3E,5Z,7Z,9E)-Trideca-3,5,7,9-tetraene","5",203,651,FALSE
"OMEGA-HYDROXYDODECANOATE","1",295,1299,FALSE
"1,4-Diethoxy-2-methyl benzene","3",186,953,FALSE
"L-Tyrosine","5",281,2005.5,FALSE
"tridec-3-en-1-yne","2",151,786.5,FALSE
"N-Ethyl trans-2-cis-6-nonadienamide","2",242,1540,FALSE
"HARMAN","5",177,1884,FALSE
"Cis-Dihydrohomoanatoxin-A","3",238,499.833333333333,FALSE
"()-4-deoxy-8S-hydroxyphomapyrone C","3",193,1025,FALSE
"sl-1","5",256,753,FALSE
"1,2,3,4,5,6-hexahydropteridine-2,4,6-trione","5",84,60,FALSE
"2,4,6-Trimethoxyphenol","5",253,1597.5,FALSE
"N-Acetyl-D-galactosamine","5",253,827,FALSE
"10-ethoxy-4,7,13,13-tetramethyl-18-oxapentacyclo[9.5.2.0,.0,.0,]octadeca-2(9),6-diene-3,5,17-trione","4",1,0,FALSE
"Cispentacin","4",2,20,FALSE
"2-methyl-N-(2-phenylethyl)pyrrole","5",263,1957,FALSE
"6-hydroxy-2,6-dimethylocta-2,7-dienimidic acid","3",230,1670.5,FALSE
"(1s,7s)-1-(2-hydroxyethyl)-7-(hydroxymethyl)-2-oxabicyclo[2.2.1]heptan-7-ol","4",151,1011,FALSE
"4-(Ethoxymethyl)-2-methyl-1H-indole","5",261,1423.5,FALSE
"cyclo(gly-glu)","1",221,1313.33333333333,FALSE
"4-epi-8-hydroxy-15-epi-brefeldin C","10",3,1792,FALSE
"1,3-Dichlorobenzene","5",6,3997,FALSE
"2-(propan-2-ylidene)-hexahydro-1h-inden-4-one","4",138,622.5,FALSE
"Dehydro-beta-ionone","3",215,784.5,FALSE
"DEET","1",275,593,FALSE
"7-phenylheptan-3-ol","3",168,335,FALSE
"2,4,4-Trimethylcyclopentanone","3",17,0,FALSE
"N-[2-(4-Hydroxyphenyl)-2-Oxoethyl]Acetamide","3",202,1572.83333333333,FALSE
"Piperidin-2-One","11",3,2503,FALSE
"Scopoletin","4",205,2792.33333333333,FALSE
"(4ar,8ar)-1-methylidene-7-(propan-2-ylidene)-octahydronaphthalene","5",149,567,FALSE
"HIAA","5",83,3249,FALSE
"2-cyclopropyl-3-methyl-6,7,8,8a-tetrahydropyrrolo[2,1-b][1,3]oxazin-4-one","3",222,367.5,FALSE
"N-(2'-(4-benzenesulfonamide)-ethyl) arachidonoyl amine","4",3,1552,FALSE
"5,9,9-trimethyl-2-methylidenebicyclo[6.2.0]dec-4-ene","2",111,1386,FALSE
"2-(but-3-en-1-yl)-1,3,3-trimethylcyclohex-1-ene","2",103,42,FALSE
"5-[(1R,4R,6R)-1,4-dihydroxy-2,6-dimethylcyclohex-2-en-1-yl]-3-methylpenta-2,4-dienoic acid","3",6,115,FALSE
"(2e,4e,6e)-dodeca-2,4,6-trienoic acid","3",202,480.5,FALSE
"Desoxy-galiellalactone","2",46,45,FALSE
"3-(2,5,6,6-tetramethylcyclohex-2-en-1-yl)prop-2-enal","5",285,1540.5,FALSE
"dodeca-2,4-dienimidic acid","2",172,978,FALSE
"(2-isopropyl-5-methylphenyl)acetic acid","1",203,2651.33333333333,FALSE
"Norpechuelone","1",217,3097,FALSE
"Beta-Isorhodomycinone","3",15,186,FALSE
"cis-stilbene oxide","3",206,353,FALSE
"(4e)-5,9-dimethyldeca-4,8-dienoic acid","3",195,1372,FALSE
"2-Pentyl-4-(hydroxymethyl)furan-3-carboxylic acid","12",2,1786,FALSE
"Marinoquinoline G","2",289,1738,FALSE
"4-epi-11-nor-aristola-1(10),11-diene","3",217,2055.5,FALSE
"Bipolamide B","5",272,1289.5,FALSE
"Xylodonin C","5",3,0,FALSE
"Cadalene","5",186,360,FALSE
"Asenjonamide B","3",199,1191.5,FALSE
"8-hydroxy-2,6-dimethyloct-2-enoic acid","2",167,192.5,FALSE
"N-Octyl-2-pyrrolidone","2",220,805,FALSE
"Glutaric acid","4",1,0,FALSE
"dodecanamide","2",179,229.5,FALSE
"Calacorene","2",254,1248,FALSE
"1,1,7-trimethyl-1ah,2h,3h,5h,6h,7bh-cyclopropa[a]naphthalene","3",180,1202,FALSE
"6,7-dihydroxy-1,1-dimethyl-1,2,3,4-tetrahydroisoquinoline","4",194,1077.83333333333,FALSE
"Dihydrostrobiline","1",176,510,FALSE
"N,N-Dimethyldecanamide","3",196,320.833333333333,FALSE
"2-(2-methylpropyl)-5-phenyl-1H-imidazole","3",261,533.5,FALSE
"11-amino-undecanoic acid","3",240,433,FALSE
"3,4',5-Biphenyltriol","3",242,1353,FALSE
"Alpha-Corocalene","1",295,2163,FALSE
"ethyl-9-decenoate","5",179,1535.5,FALSE
"Gymnomitra-3(15),4-diene","2",290,1060.56666666667,FALSE
"Leptotriene","1",220,1652.5,FALSE
"Caffeine","4",29,1,FALSE
"3-(hydroxymethyl)-5-methyl-octahydroindolizine-1,2-diol","3",201,1257.5,FALSE
"Tremetone","3",175,374,FALSE
"8-propionyl caprylic acid","2",176,865,FALSE
"alpha-oxo-1h-indole-3-propanoic acid","5",257,819.5,FALSE
"N-ACETYLGLUCOSAMINE","2",269,998.833333333333,FALSE
"L-Tryptophan","5",261,385,FALSE
"2,5-Dimethyl-N-(2-phenylethyl)pyrrole","5",69,479.5,FALSE
"7-Formyl-3-Methoxy-5-Methylindanone","3",194,1184.5,FALSE
"3-(4-Tert-Butylphenyl)-2-Methylpropanal","2",297,1263.2,FALSE
"Dehydrosalsolidine","5",255,780,FALSE
"5-(2,4-Dimethylbenzyl)Pyrrolidin-2-One","3",206,776.5,FALSE
"6,10-dimethylundeca-3,5-dien-2-one","2",135,385,FALSE
"1-[(4as,8r)-4a,8-dimethyl-3,4,5,6,7,8-hexahydro-2h-naphthalen-2-yl]ethanone","3",236,3095.5,FALSE
"(1ar,4ar,7s,7ar,7br)-1,1-dimethyl-4-methylidene-octahydro-1ah-cyclopropa[e]azulen-7-ol","4",153,1392.5,FALSE
"1-(5-Hydroxy-7-methoxy-1-benzofuran-3-yl)ethanone","5",277,1280,FALSE
"6-methoxy-1,2-dimethyl-3,4-dihydro-1h-isoquinolin-7-ol","2",202,992.5,FALSE
"Triethylene glycol","13",1,0,FALSE
"trans-beta-Bergamotene","1",206,1240.5,FALSE
"2-hydroxy-iminostilbene","5",214,223,FALSE
"1,4-dihydroanthracene-9,10-dione","5",256,1225.5,FALSE
"2-pyridin-3-yl-thiazolidine-4-carboxylic acid","1",36,0,FALSE
"(1r,4r,4as,8ar)-4-methyl-7-methylidene-octahydro-1h-naphthalene-1-carboxylic acid","3",260,646,FALSE
